id,title_info_primary_tsi,date_start_dtsi,date_start_tsim,subject_bbox_geospatial,subject_geojson_facet_ssim,filenames_ssim,exemplary_image_ssi
commonwealth:1257bt53c,"Atlas of the city of Boston, South Boston",1910-01-01T00:00:00Z,1910,"ENVELOPE(-71.03921492353771\, -71.03471433436236\, 42.33266289157482\, 42.32804504616098)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.05\,42.3333]}\,""properties"":{""placename"":""South Boston\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.036951\,42.330782]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.03921492353771\,42.32804504616098]\,[-71.03471433436236\,42.32804504616098]\,[-71.03471433436236\,42.33266289157482]\,[-71.03921492353771\,42.33266289157482]\,[-71.03921492353771\,42.32804504616098]]]}\,""bbox"":[-71.03921492353771\,42.32804504616098\,-71.03471433436236\,42.33266289157482]}",06_01_013503,commonwealth:1257bt54n
commonwealth:hx11z527w,A Plan of the Plan,1738-01-01T00:00:00Z,1738,"ENVELOPE(-81.4475\, -81.26583\, 31.35083\, 31.00694)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-81.35\,31.2167]}\,""properties"":{""placename"":""Saint Simons Island\, GA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-81.4475\,31.00694]\,[-81.26583\,31.00694]\,[-81.26583\,31.35083]\,[-81.4475\,31.35083]\,[-81.4475\,31.00694]]]}\,""bbox"":[-81.4475\,31.00694\,-81.26583\,31.35083]}",k_top_122_71_d,commonwealth:hx11z5285
commonwealth:ht250468j,Environs of Dartmoor,1873-01-01T00:00:00Z,1873,"ENVELOPE(-4.19\, -3.4\, 50.81\, 50.37)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-4.19\,50.37]\,[-3.4\,50.37]\,[-3.4\,50.81]\,[-4.19\,50.81]\,[-4.19\,50.37]]]}\,""bbox"":[-4.19\,50.37\,-3.4\,50.81]}","06_01_014910,06_01_014911",commonwealth:ht250469t
commonwealth:ht2503672,State of Indiana coal fields and producing districts,1919-01-01T00:00:00Z,1919,"ENVELOPE(-88.25\, -84.5\, 42.0\, 37.75)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-86.0\,40.0]}\,""properties"":{""placename"":""Indiana""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-88.25\,37.75]\,[-84.5\,37.75]\,[-84.5\,42.0]\,[-88.25\,42.0]\,[-88.25\,37.75]]]}\,""bbox"":[-88.25\,37.75\,-84.5\,42.0]}",06_01_014954,commonwealth:ht250368b
commonwealth:z603vr10w,A map of the most inhabited part of Virginia containing the whole province of Maryland,1775-01-01T00:00:00Z,1775,"ENVELOPE(-82.69055917287892\, -73.23744389426906\, 41.213943812058446\, 35.359178236841)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.8333\,39.0]}\,""properties"":{""placename"":""Maryland""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-80.0\,37.0]}\,""properties"":{""placename"":""Virginia""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-82.69055917287892\,35.359178236841]\,[-73.23744389426906\,35.359178236841]\,[-73.23744389426906\,41.213943812058446]\,[-82.69055917287892\,41.213943812058446]\,[-82.69055917287892\,35.359178236841]]]}\,""bbox"":[-82.69055917287892\,35.359178236841\,-73.23744389426906\,41.213943812058446]}",510d47da-ef98-a3d9-e040-e00a18064a99,commonwealth:z603vr115
commonwealth:4m90f9614,Map of Iowa,1856-01-01T00:00:00Z,1856,"ENVELOPE(-97.29502768427804\, -88.86294388830561\, 44.62992351850617\, 39.49668752150079)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-93.0\,42.0]}\,""properties"":{""placename"":""Iowa""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-97.29502768427804\,39.49668752150079]\,[-88.86294388830561\,39.49668752150079]\,[-88.86294388830561\,44.62992351850617]\,[-97.29502768427804\,44.62992351850617]\,[-97.29502768427804\,39.49668752150079]]]}\,""bbox"":[-97.29502768427804\,39.49668752150079\,-88.86294388830561\,44.62992351850617]}",06_01_011343,commonwealth:4m90f962d
commonwealth:4m90fp893,Bacon's large scale seat of war - Metz to the Rhine,1870-01-01T00:00:00Z,1870,"ENVELOPE(5.6\, 8.5\, 49.65\, 48.35)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[2.0\,46.0]}\,""properties"":{""placename"":""France""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[5.6\,48.35]\,[8.5\,48.35]\,[8.5\,49.65]\,[5.6\,49.65]\,[5.6\,48.35]]]}\,""bbox"":[5.6\,48.35\,8.5\,49.65]}",06_01_014021,commonwealth:ht250596x
commonwealth:ht250561t,Specialkarte vom kriegsschauplatz am Rhein 1870 (Erfurt bis Paris),1870-01-01T00:00:00Z,1870,"ENVELOPE(2.0\, 10.0\, 52.0\, 47.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[2.0\,46.0]}\,""properties"":{""placename"":""France""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[10.5\,51.5]}\,""properties"":{""placename"":""Germany""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[2.0\,47.0]\,[10.0\,47.0]\,[10.0\,52.0]\,[2.0\,52.0]\,[2.0\,47.0]]]}\,""bbox"":[2.0\,47.0\,10.0\,52.0]}",06_01_014087,commonwealth:ht2505623
commonwealth:7h149z24v,National highways map of the United States showing one hundred thousand miles of national highways proposed by the National Highways Association,1915-01-01T00:00:00Z,1915,"ENVELOPE(-129.0\, -65.0\, 52.0\, 24.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-98.0\,38.0]}\,""properties"":{""placename"":""United States""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-129.0\,24.0]\,[-65.0\,24.0]\,[-65.0\,52.0]\,[-129.0\,52.0]\,[-129.0\,24.0]]]}\,""bbox"":[-129.0\,24.0\,-65.0\,52.0]}",06_01_008592,commonwealth:7h149z254
commonwealth:7h14b161k,Americae pars meridionalis,1638-01-01T00:00:00Z,1638,"ENVELOPE(-82.35\, -32.17\, 13.36\, -56.37)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-56.683\,-3.55]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-82.35\,-56.37]\,[-32.17\,-56.37]\,[-32.17\,13.36]\,[-82.35\,13.36]\,[-82.35\,-56.37]]]}\,""bbox"":[-82.35\,-56.37\,-32.17\,13.36]}",06_01_008672,commonwealth:7h14b162v
commonwealth:6h446s33j,"Atlas of the county of Suffolk, Massachusetts : vol. 5th, West Roxbury, now ward 17, Boston : from actual survey & official records",1874-01-01T00:00:00Z,1874,"ENVELOPE(-71.1909\, -71.0845\, 42.3259\, 42.2551)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.1167\,42.3]}\,""properties"":{""placename"":""Jamaica Plain\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.1167\,42.2833]}\,""properties"":{""placename"":""Roslindale\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.15\,42.2667]}\,""properties"":{""placename"":""West Roxbury\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.1909\,42.2551]\,[-71.0845\,42.2551]\,[-71.0845\,42.3259]\,[-71.1909\,42.3259]\,[-71.1909\,42.2551]]]}\,""bbox"":[-71.1909\,42.2551\,-71.0845\,42.3259]}",G1233_S8_H6_1874v5_0004,commonwealth:tm70rt08r
commonwealth:6h446s30q,"Atlas of the county of Suffolk, Massachusetts : vol. 4th including East Boston, city of Chelsea, Revere and Winthrop : from actual survey official records & private plans",1874-01-01T00:00:00Z,1874,"ENVELOPE(-71.0061\, -70.9597\, 42.4429\, 42.4143)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-70.9833\,42.4167]}\,""properties"":{""placename"":""Revere Beach\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.0061\,42.4143]\,[-70.9597\,42.4143]\,[-70.9597\,42.4429]\,[-71.0061\,42.4429]\,[-71.0061\,42.4143]]]}\,""bbox"":[-71.0061\,42.4143\,-70.9597\,42.4429]}",G1233_S8_H6_1874v4_0021,commonwealth:tm70rt03c
commonwealth:hx11xz68q,[Map of the environs of Quebec showing the position of the English and French troops],1759-01-01T00:00:00Z,1759,"ENVELOPE(-71.355278\, -71.238611\, 46.8075\, 46.745278)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.25\,46.8333]}\,""properties"":{""placename"":""Québec\, Quebec""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.355278\,46.745278]\,[-71.238611\,46.745278]\,[-71.238611\,46.8075]\,[-71.355278\,46.8075]\,[-71.355278\,46.745278]]]}\,""bbox"":[-71.355278\,46.745278\,-71.238611\,46.8075]}",add_ms_21686_81,commonwealth:hx11xz690
commonwealth:cj82m4553,Planisfero del mondo nuovo,1691-01-01T00:00:00Z,1691,"ENVELOPE(-180.0\, -0.0\, 90.0\, -90.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-56.683\,-3.55]}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-80.0\,10.0]}\,""properties"":{""placename"":""Central America""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-104.466\,58.166]}\,""properties"":{""placename"":""North America""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-180.0\,-90.0]\,[-0.0\,-90.0]\,[-0.0\,90.0]\,[-180.0\,90.0]\,[-180.0\,-90.0]]]}\,""bbox"":[-180.0\,-90.0\,-0.0\,90.0]}",06_01_010242,commonwealth:cj82m456c
commonwealth:z603vs919,"A plan of the operations of the King's army under the command of General Sr. William Howe, K.B. in New York and east New Jersey against the American forces commanded by General Washington, from the 12th. of October, to the 28th. of November 1776, wherein is particularly distinguished the engagement on the White Plains, the 28th. of October",1777-01-01T00:00:00Z,1777,"ENVELOPE(-74.25\, -73.67\, 41.3\, 40.8)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-75.0\,40.0]}\,""properties"":{""placename"":""New Jersey""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-75.0\,43.0]}\,""properties"":{""placename"":""New York""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-74.25\,40.8]\,[-73.67\,40.8]\,[-73.67\,41.3]\,[-74.25\,41.3]\,[-74.25\,40.8]]]}\,""bbox"":[-74.25\,40.8\,-73.67\,41.3]}",06_01_008234,commonwealth:z603vs92k
commonwealth:1257c377s,"Atlas of the city of Boston, Roxbury",1931-01-01T00:00:00Z,1931,"ENVELOPE(-71.09320627041812\, -71.08193574458406\, 42.3464862499324\, 42.33954153327823)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.0833\,42.3167]}\,""properties"":{""placename"":""Roxbury\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.087248\,42.342797]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.09320627041812\,42.33954153327823]\,[-71.08193574458406\,42.33954153327823]\,[-71.08193574458406\,42.3464862499324]\,[-71.09320627041812\,42.3464862499324]\,[-71.09320627041812\,42.33954153327823]]]}\,""bbox"":[-71.09320627041812\,42.33954153327823\,-71.08193574458406\,42.3464862499324]}",06_01_013915,commonwealth:1257c3782
commonwealth:9g54xx601,Atlas of the city of Chelsea and the towns of Revere and Winthrop,1886-01-01T00:00:00Z,1886,"ENVELOPE(-70.9988\, -70.9807\, 42.41\, 42.3871)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.0\,42.4]}\,""properties"":{""placename"":""Revere\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-70.9988\,42.3871]\,[-70.9807\,42.3871]\,[-70.9807\,42.41]\,[-70.9988\,42.41]\,[-70.9988\,42.3871]]]}\,""bbox"":[-70.9988\,42.3871\,-70.9807\,42.41]}",G1234_C4_B76_1886_0016,commonwealth:9g54xx619
commonwealth:4m90fm99x,The Daily Telegraph war map no. 12,1915-01-01T00:00:00Z,1915,"ENVELOPE(26.1\, 26.75\, 40.55\, 39.95)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[26.1\,39.95]\,[26.75\,39.95]\,[26.75\,40.55]\,[26.1\,40.55]\,[26.1\,39.95]]]}\,""bbox"":[26.1\,39.95\,26.75\,40.55]}",06_01_012051,commonwealth:4m90fn00g
commonwealth:6t053p68v,A New and accurate map of the province of Georgia in North America,1779-01-01T00:00:00Z,1779,"ENVELOPE(-85.0\, -82.0\, 35.0\, 31.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-84.0\,32.0]}\,""properties"":{""placename"":""Georgia""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-85.0\,31.0]\,[-82.0\,31.0]\,[-82.0\,35.0]\,[-85.0\,35.0]\,[-85.0\,31.0]]]}\,""bbox"":[-85.0\,31.0\,-82.0\,35.0]}",06_01_004080,commonwealth:6t053p694
commonwealth:4m90fj677,"Battle of Cerro Gordo, April 17th & 18th 1847",1847-01-01T00:00:00Z,1847,"ENVELOPE(-96.71222633431114\, -96.62695542999408\, 19.45444280800738\, 19.37835673575919)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-96.7\,19.433333]}\,""properties"":{""placename"":""Cerro Gordo\, Mexico""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-96.71222633431114\,19.37835673575919]\,[-96.62695542999408\,19.37835673575919]\,[-96.62695542999408\,19.45444280800738]\,[-96.71222633431114\,19.45444280800738]\,[-96.71222633431114\,19.37835673575919]]]}\,""bbox"":[-96.71222633431114\,19.37835673575919\,-96.62695542999408\,19.45444280800738]}",06_01_011797,commonwealth:4m90fj68h
commonwealth:6t053p92x,A New map of the province of Maryland in North America,1780-01-01T00:00:00Z,1780,"ENVELOPE(-79.0\, -75.0\, 40.0\, 38.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.8333\,39.0]}\,""properties"":{""placename"":""Maryland""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-75.6667\,39.0]}\,""properties"":{""placename"":""Delaware""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-79.0\,38.0]\,[-75.0\,38.0]\,[-75.0\,40.0]\,[-79.0\,40.0]\,[-79.0\,38.0]]]}\,""bbox"":[-79.0\,38.0\,-75.0\,40.0]}",06_01_004068,commonwealth:6t053p936
commonwealth:4m90fc11b,Map of Cape Nome and Golovin [sic] Bay,1900-01-01T00:00:00Z,1900,"ENVELOPE(-168.5\, -159.5\, 66.25\, 63.5)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-165.0\,64.4333]}\,""properties"":{""placename"":""Cape Nome\, AK""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-168.5\,63.5]\,[-159.5\,63.5]\,[-159.5\,66.25]\,[-168.5\,66.25]\,[-168.5\,63.5]]]}\,""bbox"":[-168.5\,63.5\,-159.5\,66.25]}",06_01_011400,commonwealth:4m90fc12m
commonwealth:0r96fp493,"Chart of the world, on Mercator's projection",1825-01-01T00:00:00Z,1825,"ENVELOPE(-180.0\, 180.0\, 80.0\, -70.0)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-180.0\,-70.0]\,[180.0\,-70.0]\,[180.0\,80.0]\,[-180.0\,80.0]\,[-180.0\,-70.0]]]}\,""bbox"":[-180.0\,-70.0\,180.0\,80.0]}",06_01_016071,commonwealth:0r96fp50v
commonwealth:3f4633991,"Township map of Bureau, Putnam, Stark, Marshall, Peoria, and Woodford Counties",1868-01-01T00:00:00Z,1868,"ENVELOPE(-89.99\, -88.93\, 41.59\, 40.51)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-89.5167\,41.4]}\,""properties"":{""placename"":""Bureau (county)\, IL""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-89.99\,40.51]\,[-88.93\,40.51]\,[-88.93\,41.59]\,[-89.99\,41.59]\,[-89.99\,40.51]]]}\,""bbox"":[-89.99\,40.51\,-88.93\,41.59]}",06_01_011119,commonwealth:3f463400k
commonwealth:7h14b0450,"Map of the alluvial valley of the Mississippi River from the head of St. Francis Basin to the Gulf of Mexico, showing lands subject to overflow, location of levees and trans-alluvial profiles",1899-01-01T00:00:00Z,1899,"ENVELOPE(-92.43\, -88.75\, 37.33\, 28.88)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-95.2\,47.2333]}\,""properties"":{""placename"":""Mississippi River""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-92.43\,28.88]\,[-88.75\,28.88]\,[-88.75\,37.33]\,[-92.43\,37.33]\,[-92.43\,28.88]]]}\,""bbox"":[-92.43\,28.88\,-88.75\,37.33]}",06_01_008642,commonwealth:7h14b0468
commonwealth:q524n369n,A pictorial stamp map of navigation and exploration,1951-01-01T00:00:00Z,1951,"ENVELOPE(-180.0\, 180.0\, 77.0\, -67.0)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-180.0\,-67.0]\,[180.0\,-67.0]\,[180.0\,77.0]\,[-180.0\,77.0]\,[-180.0\,-67.0]]]}\,""bbox"":[-180.0\,-67.0\,180.0\,77.0]}",06_01_014714,commonwealth:q524n370d
commonwealth:hx11xz355,CANTONMENT OF THE FORCES IN NORTH AMERICA 11.th OCT.R 1765,1765-01-01T00:00:00Z,1765,"ENVELOPE(-101.666667\, -51.85\, 52.683333\, 24.65)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-98.0\,38.0]}\,""properties"":{""placename"":""United States""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-101.666667\,24.65]\,[-51.85\,24.65]\,[-51.85\,52.683333]\,[-101.666667\,52.683333]\,[-101.666667\,24.65]]]}\,""bbox"":[-101.666667\,24.65\,-51.85\,52.683333]}",add_ms_11287,commonwealth:hx11xz36f
commonwealth:ht2501386,"Insurance map of Chicago, 1868-9",1869-01-01T00:00:00Z,1869,"ENVELOPE(-87.633999\, -87.6294\, 41.885756\, 41.880668)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-87.65\,41.85]}\,""properties"":{""placename"":""Chicago\, IL""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-87.633999\,41.880668]\,[-87.6294\,41.880668]\,[-87.6294\,41.885756]\,[-87.633999\,41.885756]\,[-87.633999\,41.880668]]]}\,""bbox"":[-87.633999\,41.880668\,-87.6294\,41.885756]}",06_01_016226,commonwealth:ht250139g
commonwealth:4m90f382n,Topographical map of the District of Columbia and a portion of Virginia,1884-01-01T00:00:00Z,1884,"ENVELOPE(-77.17\, -76.9\, 39.0\, 38.78)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-77.1\,38.8667]}\,""properties"":{""placename"":""Arlington (county)\, VA""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-77.0333\,38.8833]}\,""properties"":{""placename"":""Washington\, DC""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-77.17\,38.78]\,[-76.9\,38.78]\,[-76.9\,39.0]\,[-77.17\,39.0]\,[-77.17\,38.78]]]}\,""bbox"":[-77.17\,38.78\,-76.9\,39.0]}",06_01_010841,commonwealth:4m90f383x
commonwealth:4m90f2972,"The Nicolls map, 1664-1668",1890-01-01T00:00:00Z,1890,"ENVELOPE(-74.06\, -73.89\, 40.88\, 40.6)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-74.0\,40.7]}\,""properties"":{""placename"":""New York\, NY""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-74.06\,40.6]\,[-73.89\,40.6]\,[-73.89\,40.88]\,[-74.06\,40.88]\,[-74.06\,40.6]]]}\,""bbox"":[-74.06\,40.6\,-73.89\,40.88]}",06_01_010762,commonwealth:4m90f298b
commonwealth:ht2505399,Tourist's map of Scotland,1900-01-01T00:00:00Z,1900,"ENVELOPE(-7.75\, -1.75\, 58.75\, 54.5)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-4.0\,57.0]}\,""properties"":{""placename"":""Scotland""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-7.75\,54.5]\,[-1.75\,54.5]\,[-1.75\,58.75]\,[-7.75\,58.75]\,[-7.75\,54.5]]]}\,""bbox"":[-7.75\,54.5\,-1.75\,58.75]}",06_01_015044,commonwealth:ht2505402
commonwealth:ht250312g,New chart of Boston Harbor,1860-01-01T00:00:00Z,1860,"ENVELOPE(-71.07\, -70.84\, 42.4\, 42.25)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-70.9667\,42.3333]}\,""properties"":{""placename"":""Boston Harbor\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.07\,42.25]\,[-70.84\,42.25]\,[-70.84\,42.4]\,[-71.07\,42.4]\,[-71.07\,42.25]]]}\,""bbox"":[-71.07\,42.25\,-70.84\,42.4]}",06_01_015486,commonwealth:ht250313r
commonwealth:4m90fq040,Letts's war map of Central Europe,1870-01-01T00:00:00Z,1870,"ENVELOPE(-7.0\, 20.0\, 55.0\, 43.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[15.016\,56.2]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-7.0\,43.0]\,[20.0\,43.0]\,[20.0\,55.0]\,[-7.0\,55.0]\,[-7.0\,43.0]]]}\,""bbox"":[-7.0\,43.0\,20.0\,55.0]}",06_01_014037,commonwealth:ht2504104
commonwealth:7h14b291h,Vtriusque Castellae nova descriptio,1635-01-01T00:00:00Z,1635,"ENVELOPE(-8.0\, -0.15\, 42.55\, 37.17)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-8.0\,37.17]\,[-0.15\,37.17]\,[-0.15\,42.55]\,[-8.0\,42.55]\,[-8.0\,37.17]]]}\,""bbox"":[-8.0\,37.17\,-0.15\,42.55]}",06_01_008777,commonwealth:7h14b292s
commonwealth:7h14b143n,"Map of Massachusetts, Rhode-Island & Connecticut",1836-01-01T00:00:00Z,1836,"ENVELOPE(-74.0\, -69.75\, 43.0\, 40.5)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.8333\,42.25]}\,""properties"":{""placename"":""Massachusetts""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.5\,41.6667]}\,""properties"":{""placename"":""Rhode Island""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-72.8333\,41.8333]}\,""properties"":{""placename"":""Connecticut""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-74.0\,40.5]\,[-69.75\,40.5]\,[-69.75\,43.0]\,[-74.0\,43.0]\,[-74.0\,40.5]]]}\,""bbox"":[-74.0\,40.5\,-69.75\,43.0]}",06_01_008696,commonwealth:7h14b144x
